romanized,khmer,frequency
phchoar,ភ្ជ័រ,1
sesan,សេសាន,1
trabaom,ត្របោម,1
settheathr,សិទ្ធាថ៌,1
mortdongkeab,មាត់ដង្កាប់,1
aasdangkot,អស្ដង្គត,1
idthor,ឥដ្ឋ,1
sandang,សណ្ដង់,1
sevoneak,សេវនៈ,1
hay,ហៃ,1
ukanha,ឧកញ៉ា,1
teh,ទេស,1
lam,ឡាំ,1
komjaok,កំចោក,1
haemakvorn,ហេមវ័ន្ត,1
chrieb,ច្រៀប,1
khiv,ខៀវ,1
pilar,ពិឡារ,1
katanhnhu,កតញ្ញូ,1
aobphaodnosoptor,អប្ផោដនសព្ទ,1
tru,ទ្រូ,1
lann,ឡាន់,1
sosruonh,សស្រួញ,1
saoka,សោកា,1
sonthor,សន្ធរ,1
smaonh,ស្មោញ,1
popruel,ពព្រឹល,1
yutthubkaron,យុទ្ធុបករណ៍,1
chruh,ជ្រុះ,1
aovoloukoneak,អវលោកនៈ,1
soupatru,ស៊ូប៉ទ្រូ,1
aothomr,អធម៌,1
komrin,កម្រិន,1
ov,ឳ,1
kanhchorb,កញ្ចោប,1
chilea,ជីលា,1
phearot,ភារត,1
poin,ពាន់,1
chongrob,ចង្រប់,1
trouvyor,ត្រូវឲ្យ,1
kalboprueksar,កល្បព្រឹក្ស,1
khautak,ខៅតាក,1
troluch,ត្រលុច,1
somrung,សម្រុង,1
aantruek,អន្ត្រឹក,1
karbrebroul,ការប្រែប្រួល,1
prochea,ប្រជា,1
ban,បន,1
lumpean,លំពាន់,1
saak,ស្អក,1
uchch,ឧច្ច,1
korngkeaeb,កង្កែប,1
aathikuna,អធិគុណា,1
trakal,ត្រកាល,1
chelokochon,ចេលកជន,1
diemdam,ដៀមដាម,1
chombong,ចម្បង,1
rossocheate,រស្សជាតិ,1
hoathaong,ហ័តហោង,1
bay,ប៉ាយ,1
komaropheap,កុមារភាព,1
chhpaoh,ឆ្ពោះ,1
kochoseih,គជសីហ៍,1
rongerongau,រងេរងើ,1
kondiev,កណ្ដៀវ,1
kouk,កូ៎កៗ,1
babrous,ប៉ប្រូស,1
kakokob,កាក់កប,1
heumpien,ហិមពាន្ត,1
karbosphsay,ការបោះផ្សាយ,1
haehom,ហែហម,1
hemeatry,ហេមាទ្រិ,1
chamkonleaeng,ចំកន្លែង,1
lyylean,ឮលាន់,1
kanghich,កង្ហិច,1
hoch,ហុច,1
ubosokk,ឧបសគ្គ,1
krang,ក្រង,1
ruy,រ៉ុយៗ,1
chhlob,ឈ្លប់,1
tumngun,ទម្ងន់,1
vodthoneakar,វឌ្ឍនាការ,1
sanha,សញ្ញា,1
preah eysou,ព្រះឥសូរ,1
kandanh,កណ្ដាញ់,1
trosok,ត្រសក់,1
thpal,ថ្ពាល់,1
taoronak,តោរណៈ,1
kingkok,គីង្គក់,1
pheap,ភាព,1
aothibotei,អធិបតី,1
yokochey,យកជ័យ,1
smoum,ស្មូម,1
chaet,ចែត,1
sraaaem,ស្រអែម,1
aou,អូ,1
aachay,អាចយ,1
rumkeay,រំគាយ,1
sonhchor,សញ្ចរ,1
chhir,ឈឺ,1
aongkikoron,អង្គីករណ៍,1
chakrei,ចក្រី,1
lousprorlirng,លស់ព្រលឹង,1
hirmeak,ហិមៈ,1
phaenkar,ផែនការ,1
brophatt,ប្រផាត់,1
thnoek,ថ្នឹក,1
aakkharea,អក្ខរា,1
slatruoy,ស្លាត្រួយ,1
sob,សប់,1
neanea,នានា,1
tlorb,ទម្លាប់,1
nhonhuor,ញញួរ,1
aachaor,អាចោរ,1
cheatetuk,ជាតិទុក្ខ,1
nhonhi,ញញី,1
issa,ឥស្សា,1
yeanoattho,យ៉ាន័ត្ថុ,1
siebrieb,សៀប្រៀប,1
okay,អូខេ,1
kranhuch,ក្រញុច,1
bros,ប្រូស,1
tuumhou,ទុំហូ,1
nhonhouch,ញញោច,1
phkern,ផ្គើន,1
vekopol,វេគពល,1
yabb,យ៉ាប់,1
char,ចារ,1
hottha,ហត្ថា,1
konlongphnum,កន្លងភ្នំ,1
bangkhlanh,បង់ខ្លាញ់,1
brachuon,ប្រជួន,1
srokei,ស្រកី,1
samkom,សម្គម,1
thavrokomm,ថាវរកម្ម,1
tuoneati,តួនាទី,1
samboungsongrung,សំបូងសង្រូង,1
spayolieng,ស្ពាយលៀង,1
kroean,គ្រឿន,1
saeukbobraeuk,សើកប៉ប្រើក,1
nipon,និពន្ធ,1
brakad,ប្រាកដ,1
kongtak,កុងតាក់,1
sliek,ស្លៀក,1
tamkeat,តម្កាត់,1
tondvechsas,ទន្តវេជ្ជសាស្ត្រ,1
prus,ព្រូស,1
vilintheato,វិលីនធាតុ,1
brovotterub,ប្រវត្តិរូប,1
tikonleaeng,ទីកន្លែង,1
phduoch,ផ្ដួច,1
kokeach,គគាច,1
romleay,រំលាយ,1
kanthuok,កន្ធួក,1
sanluem,សន្លឹម,1
srosobos,ស្រស់បស់,1
bobroung,ប៉ប្រូង,1
pongtrey,ពងត្រី,1
ponlok,ពន្លក,1
roouh,រអ៊ុះ,1
chroveak,ច្រវាក់,1
sathearnakar,សាធារណការ,1
chamka,ចម្ការ,1
ubayovvoreach,ឧបយៅវរាជ,1
voath,វ័ធ,1
reangdouchachea,រាងដូចជា,1
phondokamm,ភណ្ឌុកម្ម,1
santi,សន្តិ,1
khleaybat,ឃ្លាយបាត,1
sanonouv,សានណូវ,1
deaharouk,ឌាហរោគ,1
komnier,កំណៀរ,1
rumngeach,រំងាច,1
rey,រ៉ៃ,1
yihao,យីហោ,1
nisachor,និសាចរ,1
krolach,ក្រឡាច់,1
thnakathnal,ថ្នាក់ថ្នល់,1
tatehtataoh,តតេះតតោះ,1
phrus,ភ្រុស,1
rossakal,រស្សកាល,1
senitthor,សិនិទ្ធ,1
hemia,ហិមា,1
kmav,ខ្មៅ,1
daen,ដែន,1
kondaol,កណ្ដោល,1
rompea,រំពា,1
bramatt,ប្រមាត់,1
bok,បោក,1
komnieng,កំណៀង,1
aaphoukchett,អាភោគចិត្ត,1
somtul,សម្តុល,1
trong,ត្រង,1
vosonthorea,វសុន្ធរា,1
mithelea,មិថិលា,1
aoupotru,អ៊ូប៉ទ្រូ,1
sobropheap,សុប្រភាព,1
tuektrei,ទឹកត្រី,1
Namibia,ណាមីប៊ី,1
phsoam,ភ្សាំ,1
popeach,ពពាច,1
aontokun,អន្តគុណ,1
phlaeng,ផ្លែង,1
sdor,ស្ដ,1
soekbabloek,សឹកប៉ប្លឹក,1
chonbateathibatei,ជនបទាធិបតី,1
mohahengku,មហាហិង្គុ,1
botolmaus,បទល្មើស,1
hoset,ហសិត,1
badekar,បដិការ,1
aongkonhosva,អង្គញ់ស្វា,1
aasabboros,អសប្បុរស,1
veytalik,វៃតាលិក,1
bangkhon,បង្ខន,1
kanhcheahkanhchay,កញ្ជះកញ្ជាយ,1
poli,ពលី,1
kumnom,គំនម,1
samreaeng,សម្រែង,1
putthoveit,ពុទ្ធោវាទ,1
changkuoy,ចង្កួយ,1
brotong,ប្រទង់,1
reajea,រាជា,1
khab,ខាប,1
aobbaotok,អប្បោទក,1
kroaanh,ក្រអាញ,1
konhchob,កញ្ជប់,1
Sudan,ស៊ូដង់,1
bongkear,បង្ការ,1
don,ដុន,1
rokoek,រកឹក,1
prohounh,ព្រហួញ,1
aarealik,អារាលិក,1
aasanghearim,អសង្ហារិម,1
chrach,ច្រច,1
peak,ពាក្យ,1
aous,អូស,1
smau,ស្មៅ,1
aattacharit,អត្តចរិត,1
preahbarom,ព្រះបរម,1
changaulkhmaoch,ចង្អុលខ្មោច,1
aachivkomm,អាជីវកម្ម,1
Belgium,បែលហ្សិក,1
preat,ព្រាត,1
tbalodaek,ត្បាល់ដែក,1
aangkauy,អង្គើយ,1
karbonrer,ការបម្រើ,1
chakotuekdoung,ចាក់ទឹកដូង,1
baeukalan,បើកឡាន,1
ponleat,ពន្លាត់,1
sohobrotebttekar,សហប្រតិបត្តិការ,1
kanhchroung,កញ្ជ្រោង,1
pyeathithomr,ព្យាធិធម៌,1
chatvangs,ចត្វ័ង្ស,1
brah,ប្រះ,1
mnheaemnhor,ម្ញ៉ែម្ញ៉,1
bokotetin,បកតិទិន,1
kalkenei,កាឡកិណី,1
klaeb,ក្លែប,1
jour,ជួរ,1
ter,តើ,1
reacheaytonochetey,រាជាយតនចេតិយ,1
bonghauy,បង្ហើយ,1
songkeahok,សង្គាហក,1
botta,បុត្តា,1
bramukhrott,ប្រមុខរដ្ឋ,1
polobalaaek,ពលបាលឯក,1
kamsak,កំសាក,1
kokraum,គគ្រើម,1
sakkadapheasa,សក្កដភាសា,1
ruem,រឹមៗ,1
kochchaynubtthomphokak,កច្ចាយនូបត្ថម្ភកៈ,1
kechsanya,កិច្ចសន្យា,1
aakkhamea,អក្ខមា,1
braos,ប្រោស,1
bongkeach,បង្កាច់,1
klanghay,ក្លាំងហាយ,1
aosonghearimeak,អសង្ហារិមៈ,1
vikryokrueeah,វិក្រយគ្រឹះ,1
soloph,សុលភ,1
nivetnokotha,និវេទនកថា,1
pohousout,ពហូសូត,1
ruhan,រូហាន,1
chhliet,ឆ្លៀត,1
khmer,ខ្មែរ,1
ropelropouch,រប៉ិលរប៉ូច,1
rovim,រវីម,1
mitrphngea,មិត្រភ្ងា,1
trolaok,ត្រឡោក,1
aovinhnheanok,អវិញ្ញាណក,1
prueksar,ព្រឹក្ស,1
sbaireung,ស្បៃ,1
chumham,ជំហម,1
bangbaoun,បងប្អូន,1
sottocheate,សទ្ទជាតិ,1
trusdseil,ទ្រុស្ដសីល,1
banh job,បញ្ចប់,1
rien,រៀន,1
brateponthor,ប្រតិពន្ធ,1
baripheasan,បរិភាសន៍,1
sasoreak,សសុរៈ,1
brokaoh,ប្រកោះ,1
trang,ត្រាង,1
borisotthor,បរិសុទ្ធ,1
theanea,ធានា,1
kilokram,គីឡូក្រាម,1
roturotoam,រទូរទាំ,1
kaprer,ការប្រើ,1
mrenh,ម្រេញ,1
thang,ថង់,1
sramonak,ស្រមណៈ,1
sangkheb,សង្ខេប,1
reang,រាំង,1
nor,ហ្ន,1
sothea,សុធា,1
kanhcha,កញ្ឆា,1
yuetayoung,យឹតយោង,1
kroniev,ក្រនៀវ,1
aaphechchorub,អភេជ្ជរូប,1
chroeng,ច្រឹង,1
aachmokanlong,អាចម៍កន្លង់,1
rucher,រុចិរ,1
chumnik,ជំនីក,1
romlot,រម្លត់,1
totongoaarong,តតងអារ៉ង,1
chakoting,ចាក់ទីង,1
bratekreyea,ប្រតិក្រិយា,1
nikkhebbat,និក្ខេបបទ,1
ses,សេះ,1
vesali,វេសាលី,1
bradeut,ប្រដឺត,1
pophlerk,ពភ្លើក,1
ryseiphsamsrech,ឫសីផ្សំស្រេច,1
kolbalipouth,កុលបលិពោធ,1
toung,តូង,1
konbondaet,កូនបណ្ដែត,1
atney,អត្ថន័យ,1
klaeu,ក្លើ,1
phitaphey,ភិតភ័យ,1
bobraok,ប៉ប្រោក,1
svayat,ស្វយ័ត,1
sambaeng,សំបែង,1
chhontovuttebbotib,ឆន្ទវុត្តិប្បទីប,1
kumnuob,គំនួប,1
khangkaeut,ខាងកើត,1
khlub,ឃ្លុប,1
karbrakach,ការប្រកាច់,1
aomchot,អម្ចត់,1
brokobodaoy,ប្រកបដោយ,1
chumnik,ជំនីក,1
tonh,ទញ់,1
taeng,តែង,1
khuyochhay,ឃុយឆាយ,1
chomrov,ជម្រៅ,1
babkomm,បាបកម្ម,1
nite,នីតិ,1
han,ហាន,1
prich,ព្រិចៗ,1
bamnaekolngor,បំណែកល្ង,1
phlet,ផ្លិត,1
bondit,បណ្ឌិត,1
sontisokh,សន្តិសុខ,1
anakakamdar,អ្នកកំដរ,1
does,ដឹស,1
pechapil,ពេចពិល,1
rolengrolong,រឡិងរឡង់,1
samnaok,សំណោក,1
heyak,ហ៊ែៈ,1
bongbaoun,បងប្អូន,1
poprieb,ពព្រៀប,1
songkor,សុង្ក,1
kampaet,កំប៉ែត,1
skoy,ស្កុយ,1
kamphol,កម្មផល,1
konhcheam,កញ្ចាម,1
sottntobedok,សុត្តន្តបិដក,1
aanyoterthiy,អន្យតិរ្ថិយ,1
likhnokomm,លិខនកម្ម,1
slaaey,ស្លាអី,1
aasaoch,អសោច,1
Bangladesh,បង់ក្លាដែស,1
aongkuli,អង្គុលី,1
rongu,រងូ,1
kheang,ឃាង,1
khlib,ឃ្លិប,1
lokkhan,លក្ខណ៍,1
krasangteab,ក្រសាំងទាប,1
kaeauok,កែអួក,1
luong,ហ្លួង,1
intobatt,ឥន្ទបត្ត,1
aanoukas,អនោកាស,1
bangkil,បង្កិល,1
ubokheatok,ឧបឃាតក,1
dobtiem,ដបទៀម,1
monucheathibotei,មនុជាធិបតី,1
yg,យ៉ាង,1
mochchhandasanhnhea,មច្ឆណ្ឌសញ្ញា,1
tompech,តម្ពេច,1
pneat,ព្នៀត,1
dongkdar,ដងក្ដារ,1
jenh,ចេញ,1
brotean,ប្រទាន,1
kongporn,កងព័ន្ធ,1
konhjanhchek,កញ្ចាញ់ចេក,1
kjel,ខ្ជិល,1
youkyopheap,យោគ្យភាព,1
pronhunh,ព្រញូញ,1
somral,សម្រាល,1
leavok,លាវក,1
ruetthy,រឹទ្ធិ,1
aophirom,អភិរម,1
aorohott,អរហត្ត,1
chamlauy,ចម្លើយ,1
kandakasanhnha,កណ្ដកសញ្ញា,1
thmaung,ធ្មើង,1
phngea,ភ្ងា,1
sras,ស្រាស់,1
romkachomeas,រំកាច់មាស,1
meatamhayyokak,មាតាមហយ្យកៈ,1
bakathau,ប៉ាក់ថៅ,1
sromeanh,ស្រមាញ,1
trathoeang,ត្រថឿង,1
chondaeur,ជណ្ដើរ,1
Phokjneithan,ភោជនីយដ្ឋាន,1
tolhar,ទឡ្ហ,1
rom,រម,1
sroul,ស្រូល,1
sampeah,សំពះ,1
rers,រើស,1
leaphubnisa,លាភូបនិសា,1
neakmeanovi,នាគមាណវី,1
Liberia,លីបេរីយ៉ា,1
aatmoan,អាត្ម័ន,1
trodaettrodoem,ត្រដែតត្រដឹម,1
skab,ស្កប់,1
tearea,ទារា,1
aobbomean,អប្បមាណ,1
pler,ភ្លើ,1
vichekka,វិច្ឆិកា,1
chivopol,ជីវពល,1
bonhnheaphea,បញ្ញាភា,1
vithubeka,វិធូបិកា,1
phlaeaay,ផ្លែអាយ,1
bab,ប៉ាប់,1
romul,រមូល,1
thnuembondaet,ធ្នឹមបណ្ដែត,1
tamnapuch,តំណពូជ,1
vear,វារ,1
briebbradouch,ប្រៀបប្រដូច,1
plov,ផ្លូវ,1
hormmiyak,ហម្មិយ,1
lech,លេច,1
vichleachol,វិចលាចល,1
reachokar,រាជការ,1
preahbrathean,ព្រះប្រធាន,1
sraponei,ស្រាពណី,1
tramoung,ត្រមោង,1
aantueut,អន្តឺត,1
ketaneam,កិតនាម,1
phlaong,ផ្លោង,1
sonhnhouchon,សញ្ញោជន,1
pruetthor,ព្រឹទ្ធ,1
bampot,បំពត់,1
sirksa,សិក្សា,1
kanhchheat,កញ្ឆាត់,1
storng,ស្តង់,1
prahel,ប្រហែល,1
chongkong,ជង្គង់,1
bonnakear,បណ្ណាគារ,1
samonasakde,សមណសក្ដិ,1
daek,ដែក,1
spaot,ស្ពោត,1
kammapheab,កម្មភាព,1
srangok,ស្រងក,1
bontom,បន្តម,1
aaroham,អរហំ,1
runh,រុញ,1
chongaiet,ចង្អៀត,1
pipheksan,ពិភេក្សណ៍,1
Kazakhstan,កាហ្សាក់ស្ថាន,1
tongkueeah,ទង្គឹះ,1
bachchousakal,បច្ចូសកាល,1
braekay,ប្រែកាយ,1
knanh,ក្នាញ់,1
saokkrouk,សោកគ្រោក,1
rykvet,ឫគ្វេទ,1
aathikram,អធិក្រម,1
snetthsnal,ស្និទ្ធស្នាល,1
kochea,គជា,1
gram,ក្រាម,1
vitu,វិទូ,1
sbong,ស្បង់,1
aonthou,អន្ធោ,1
aopoyop,អពយព,1
soukor,សូករ,1
ronoung,រនោង,1
bedkatrai,បិដកត្រ័យ,1
bro ous,ប្រអូស,1
aontongovit,អន្ទង់វិត,1
bronheab,ប្រញាប់,1
kravat,ក្រវាត់,1
poprech,ពព្រិច,1
aamot,អមត,1
klaeng,ក្លែង,1
bobrous,ប៉ប្រូស,1
srang,ស្រាំង,1
phnoul,ផ្នូល,1
aasyatik,អាស្យាទិគ,1
meanoprey,មាន់ព្រៃ,1
ngeang,ង៉ាងៗ,1
bokopauk,ប៉ុកពើក,1
Mali,ម៉ាលី,1
korkret,កក្រិត,1
kraheng,ក្រហេង,1
sen,សែន,1
loyochhay,លយឆាយ,1
ronhengronhang,រញ៉ិងរញ៉ាំង,1
vusveas,វ៉ូសវ៉ាស,1
pnil,ព្និល,1
thort,ធាត់,1
aonhnheatokochon,អញ្ញាតកជន,1
tearun,ទារុណ,1
lumhuk,លំហុក,1
aabrameath,អប្រមាថ,1
krakei,ក្រកី,1
momeanhuek,មមាញឹក,1
louri,ឡូរី,1
totimtoteam,ទទីមទទាម,1
brotay,ប្រតាយ,1
bongbaoy,បង់បោយ,1
romeangkobas,រមាំងបើកបាស,1
nhean,ញាណ,1
brapheh,ប្រផេះ,1
chonluh,ចន្លុះ,1
karbatbong,ការបាត់បង់,1
thkaol,ថ្គោល,1
hoyou,ហយោ,1
lukakhun,លូកឃុន,1
soumkrabbongkumtul,សូមក្រាបបង្គំទូល,1
long,ឡូង,1
krolaochi,ក្រឡោជី,1
reachea,រាជា,1
samkek,សំកេក,1
therphum,ថេរភូមិ,1
nokkhottryksor,នក្ខត្តឫក្ស,1
neavikabatei,នាវិកបតី,1
plae,បន្លែ,1
aachchhatoneak,អច្ឆាទនៈ,1
toekokae,តឹកកែ,1
skuoy,ស្កួយ,1
bonghaub,បង្ហើប,1
hoksoniy,ហសនីយ,1
komhaeng,កំហែង,1
nguek,ង៉ឹក,1
kossotin,កោះសូទិន,1
jreang,ច្រៀង,1
aakkhor,អគ្ឃ,1
aaphssar,អាភស្សរ,1
vemeanikbretei,វេមានិកប្រេតី,1
keriyasop,កិរិយាសព្ទ,1
veacha,វាចា,1
phsaeum,ផ្សើម,1
konhjeak,កញ្ជាក់,1
rolau,រលើ,1
lomhae,លម្ហែ,1
Tanzania,តង់ហ្សានី,1
ruba,រូបា,1
satukkhar,សាទុក្ខ,1
kamera,កាំមេរ៉ា,1
rossatosseni,រស្សទស្សិនី,1
aampea,អម្ពា,1
kanr,កាណ៌,1
bakadamloung,បាក់ដំឡូង,1
aonil,អនិល,1
baromotthakatha,បរមត្ថកថា,1
ken,កិន,1
chotoreabay,ចតុរាបាយ,1
pisedthar,ពិសិដ្ឋ,1
ksen,ក្សិណ,1
loluong,លលួង,1
sao,សៅរ៍,1
samream,សំរាម,1
mutu,មូទូ,1
doch,ដូច,1
bomrous,បម្រោស,1
broluk,ប្រលូក,1
ort,អត់,1
rite,រីតិ,1
virouchaneak,វិរោចនៈ,1
tradabtraduos,ត្រដាបត្រដួស,1
kronhuh,ក្រញុះ,1
jkae,ឆ្កែ,1
sampung,សំពុង,1
kothen,កថិន,1
thoroneisang,ធរណីសង្ឃ,1
song,សង់,1
ah tit,អាទិត្យ,1
vobbothomr,វប្បធម៌,1
koruna,ករុណា,1
saota,សោតា,1
sohobrotebtte,សហប្រតិបត្តិ,1
bampong,បំពង,1
kromor,គ្រមរ,1
ban,ប៉ាន់,1
kropenh,ក្រពេញ,1
saseh,សសេះ,1
poar,ព័រ,1
pau,ពើ,1
siet,សៀត,1
kanhjob,កញ្ជប់,1
sonok,សុនក,1
meatamhayyoka,មាតាមហយ្យកា,1
thaoh,ថោះ,1
srolok,ស្រឡក់,1
dambae,ដំបែ,1
aopol,អពល,1
keke,កិកិ,1
moul,មួល,1
sork,សក់,1
someachar,សមាចារ,1
rokeas,រកៀស,1
molokka,មលក្កា,1
skel,ស្កិល,1
krohaeu,គ្រហើ,1
utdom,ឧត្ដម,1
nilpisei,និលពិសី,1
songkherm,សង្ឃឹម,1
pravath,ប្រវត្តិ,1
thumdom,ធំដុំ,1
aontong,អន្ទង់,1
mroy,ម្រយ,1
phleael,ភ្លែល,1
bottobendekngkeak,បត្តបិណ្ឌិកង្គៈ,1
bonteab,បន្ទាប,1
tontob,ទន្ទប,1
haymakvotey,ហៃមវតី,1
trochhueng,ត្រឈឹង,1
sontheakear,សន្ថាគារ,1
aeut,អ៊‌ឺត,1
toub,តូប,1
phoksa,ភក្សា,1
thummuk,ធំមុខ,1
lertphol,លទ្ធផល,1
samlanh,សំឡាញ់,1
samrit,សម្រិត,1
totitotoar,ទទីទទ័រ,1
tumnukbamrung,ទំនុកបម្រុង,1
aanekochon,អាណិកជន,1
aenthil,អន្ធិល,1
aokotonhnhuta,អកតញ្ញុតា,1
aovat,ឱវាទ,1
aokoroneiy,អករណីយ,1
aokkhe,អក្ខិ,1
sasrak,សស្រាក់,1
Philippines,ហ្វីលីពីន,1
preay,ព្រាយ,1
srakaneak,ស្រកានាគ,1
chakkntrong,ចាក់កន្ទ្រង់,1
khsuol,ខ្សួល,1
kanhcheat,កញ្ជាត,1
konhchobkonhchuv,កញ្ចប់កញ្ចូវ,1
chhva,ឆ្វា,1
aoros,ឱរស,1
baekobay,បែកបាយ,1
samnanh,សំណាញ់,1
aomot,អមត,1
toriyeangkor,តុរិយាង្គ,1
aakrat,អាក្រាត,1
konhcheah,កញ្ជះ,1
koker,កកេរ,1
aontorokal,អន្តរកាល,1
rersoaaeung,រើសអើង,1
braisneiy,ប្រៃសណីយ៍,1
bayaakoumey,បាយអគោម័យ,1
branang,ប្រណាំង,1
rolom,រលម,1
aori,អរិ,1
sartra,សារត្រា,1
prom,ព្រំ,1
bouprtis,បូព៌ទិស,1
chrongum,ជ្រងំ,1
mokhavea,មឃវា,1
srapechsrapil,ស្រពេចស្រពិល,1
sedkech,សេដ្ឋកិច្ច,1
yueun,យឺន,1
snam,ស្នំ,1
chhlam,ឆ្លាម,1
sarub,សរុប,1
srul,ស្រួល,1
sakeyeani,សាកិយានី,1
tomrong,តម្រង,1
chumtoy,ជំទយ,1
teus,ទិស,1
tropeangy,ត្រពាំងពាយ,1
lern,លឿន,1
sroloung,ស្រឡូង,1
konthea,កន្ធា,1
yeamneali,យាមនាលី,1
krolong,គ្រលង់,1
suoy,សួយ,1
tout,ទូត,1
korngkounh,កង្កួញ,1
sampan,សំប៉ាន,1
aachmochhma,អាចម៍ឆ្មា,1
aachchhariyopheap,អច្ឆរិយភាព,1
stong,ស្ទុង,1
dam,ដាំ,1
dakmai,ដកម៉ៃ,1
sraveang,ស្រវាំង,1
trol,ត្រល់,1
uuropyor,ឩរព្យ,1
chondali,ចណ្ឌាលី,1
brateang,ប្រទាំង,1
ponyeah,ពន្យះ,1
yong,យង់,1
sammean,សម្មាន,1
toney,តន័យ,1
chang,ចាំង,1
luen,លឹន,1
roken,រគេន,1
s'ung,ស្អុង,1
pheav,ភាវ,1
pichitamear,ពិជិតមារ,1
bratepheak,ប្រតិភាគ,1
kare,ការេ,1
brasa,ប្រសា,1
pongveit,ពង្វាត,1
mem,ម៉ិមៗ,1
batbaricharika,បាទបរិចារិកា,1
kreaeah,គ្រាះ,1
romotom,រមទម,1
rouch,រោច,1
chrangengchrangeang,ច្រងេងច្រងាង,1
kroluong,គ្រលួង,1
hmortchort,ហ្មត់ចត់,1
ngongul,ងងុល,1
kompaet,កំប៉ែត,1
tanuch,តនុជ,1
aothiveason,អធិវាសន,1
lbous,របួស,1
aalulik,អាលុលិក,1
chomrung,ចម្រូង,1
chhonteakote,ឆន្ទាគតិ,1
veaneak,វានៈ,1
pnher,ផ្ញើ,1
tuktru,ទុកទ្រូ,1
chektes,ចេកទេស,1
kokaekkokoak,កកែកកកោក,1
aaneakol,អនាកុល,1
ena,ឯណា,1
samdaoh,សំដោះ,1
phasoka,ផាសុកា,1
sovnnaphumi,សុវណ្ណភូមិ,1
pohokari,ពហុការី,1
vineatha,វិនាថា,1
khvakmorn,ខ្វាក់មាន់,1
preypheap,ប្រិយភាព,1
srayeak,ស្រយាក,1
bralembraloam,ប្រឡិមប្រឡុំ,1
hirmapean,ហិមពាន្ត,1
veri,វេរិ,1
mouli,មោលី,1
karangket,ការអង្កេត,1
ptuk,ផ្ទុក,1
rohong,រហង់,1
tboungkhmum,ត្បូងឃ្មុំ,1
los,លស់,1
thmenhkondol,ធ្មេញកណ្ដុរ,1
ang,អង្គ,1
aarosapheap,អរសភាព,1
aathiprueksar,អធិព្រឹក្ស,1
netra,នេត្រា,1
thoronei,ធរណី,1
tret,ទ្រេត,1
aopvouharik,អព្វោហារិក,1
Estonia,អេស្តូនី,1
oun,អូន,1
aovisarot,អវិសារទ,1
hob,ហូប,1
phnaol,ផ្នោលៗ,1
mothyoubay,មធ្យោបាយ,1
pov,ពៅ,1
souy,ស្អុយ,1
chhpoeah,ឆ្ពឹះ,1
vikkoyik,វិក្កយិក,1
chomkuot,ចម្កួត,1
kadthakki,កដ្ឋគ្គិ,1
som suon,សមសួន,1
ahha,អាហារ,1
santhueksanthey,សន្ធឹកសន្ធៃ,1
brophu,ប្រភូ,1
veachaselidthar,វាចាសិលិដ្ឋ,1
cham,ចាំ,1
phchong,ភ្ជង់,1
roeakroaay,រអៀករអាយ,1
chinbot,ជិនបុត្រ,1
banteaykdei,បន្ទាយក្ដី,1
hean,ហ៊ាន,1
bonteat,បន្ទាត់,1
kuek,គឹកៗ,1
aoborimean,អបរិមាណ,1
phottahar,ភត្តាហារ,1
saoktraok,សោកត្រោក,1
katkdey,កាត់ក្ដី,1
kongpoan,កងព័ន្ធ,1
dangkou,ដង្កោ,1
vipheakotean,វិភាគទាន,1
totuolmoronakpheap,ទទួលមរណភាព,1
beer,បៀរ,1
kaevpongrik,កែវពង្រីក,1
rouheney,រោហិណី,1
hloungpreahbang,ហ្លួងព្រះបាង,1
aathyochar,អាឍ្យចរ,1
aeungokong,អឺងកង,1
chrongeabchrongil,ច្រងាប់ច្រងិល,1
preahchonmor,ព្រះជន្ម,1
kampeang,កំពែង,1
songvil,សង្វិល,1
mondokad,មណ្ឌុកដ,1
vohotei,វហតី,1
babos,បបុស,1
thereayu,ថិរាយុ,1
sel,សេល,1
aampuh,អំពុះ,1
karjorja,ការចរចា,1
noboamskolingkor,នបុំសកលិង្គ,1
samtaok,សំតោក,1
broesthor,ប្រឹស្ឋ,1
kausu,កៅស៊ូ,1
vaut,វើត,1
sangveaeng,សង្វែង,1
kol,កល់,1
khanseima,ខណ្ឌសីមា,1
chokroreasei,ចក្ររាសី,1
vitesek,វិទេសិក,1
aamendet,អាមេណ្ឌិត,1
pjob,បញ្ចប់,1
rungrouchon,រុងរោចន៍,1
plas,ផ្លាស់,1
ropesropos,រប៉េសរប៉ស,1
aonukruoh,អនុគ្រោះ,1
romlouk,រម្លោក,1
saotkabayeas,សោទកបាយាស,1
mondalokiri,មណ្ឌលគិរី,1
vosothea,វសុធា,1
brotedthor,ប្រតិដ្ឋ,1
rodob,រដុប,1
proneak,ព្រនាក់,1
kokeat,គគាត,1
pkout,ប្រកួត,1
khatniyeahar,ខាទនីយាហារ,1
aosonhnhi,អសញ្ញី,1
chatopphut,ចតុព្ភូត,1
tueb,ទឹប,1
bachchavekkhanak,បច្ចវេក្ខណៈ,1
bayoa,បាយអ,1
roaaok,រអោក,1
hathaong,ហ័តហោង,1
borineayok,បរិនាយក,1
r'yek,រយៈ,1
doul,ដួល,1
jom,ជំ,1
haetbajjai,ហេតុបច្ច័យ,1
kamjey,កម្ចី,1
chhayamitrar,ឆាយាមិត្រ,1
thkam,ថ្គាម,1
sbairouy,ស្បៃរោយ,1
anakamdeay,អ្នកម្ដាយ,1
bampok,បំពក់,1
