romanized,khmer,frequency
chamkandal,ចំកណ្ដាល,1
chamkang,ចំកាង,1
chamkanleaeng,ចំកន្លែង,1
chamkaong,ចំកោង,1
chamkar,ចំការ,1
chamkbal,ចំក្បាល,1
chamkondal,ចំកណ្ដាល,1
chamkonleaeng,ចំកន្លែង,1
chamkoy,ចម្កយ,1
chamkuot,ចម្កួត,1
chamlaek,ចំឡែក,1
chamlaeung,ចំឡើង,1
chamlaeuy,ចំឡើយ,1
chamlak,ចំឡក,1
chamlak,ចំឡក់,1
chamlaukaaek,ចំឡៅក្អែក,1
chamlauy,ចម្លើយ,1
chamleak,ចម្លាក់,1
chamliev,ចំលៀវ,1
chamlok,ចំឡក,1
chamlok,ចំឡក់,1
chamlong,ចម្លង,1
chamlong,ចំលង,1
chamlongrouk,ចម្លងរោគ,1
chammobaksei,ចម្មបក្សី,1
chammuk,ចំមុខ,1
chamn,ចំណ,1
chamna,ចំណា,1
chamnabchamnuon,ចំណាប់ចំនួន,1
chamnaeng,ចំណែង,1
chamnaev,ចំណែវ,1
chamnak,ចំណាក់,1
chamnal,ចំណាល,1
chamnal,ចំណាល់,1
chamnam,ចំណាំ,1
chamnam,ចំណំ,1
chamnamtae,ចំណាំតែ,1
chamnan,ចំណាន,1
chamnang,ចំណង់,1
chamnang,ចំណាំង,1
chamnanh,ចំណាញ់,1
chamnaoh,ចំណោះ,1
chamnaol,ចំណោល,1
chamnaot,ចំណោត,1
chamnaot,ចំណោទ,1
chamnar,ចំណរ,1
chamnar,ចំណារ,1
chamnas,ចំណាស់,1
chamnat,ចំណត,1
chamnat,ចំណត់,1
chamnat,ចំណាត់,1
chamneh,ចំណេះ,1
chamnei,ចំណី,1
chamnenh,ចំណេញ,1
chamner,ចំណេរ,1
chamnet,ចំណិត,1
chamngeanh,ចម្ងាញ់,1
chamngeay,ចម្ងាយ,1
chamngeay,ចំងាយ,1
chamnier,ចំនៀរ,1
chamnies,ចំណៀស,1
chamnoch,ចំណុច,1
chamnochchett,ចំណុចចិត្ត,1
chamnoeb,ចំណឹប,1
chamnoek,ចំណឹក,1
chamnoh,ចំណុះ,1
chamnok,ចំណុក,1
chamnong,ចំណង់,1
chamnor,ចំណរ,1
chamnot,ចំណត,1
chamnot,ចំណត់,1
chamnouk,ចំណូក,1
chamnour,ចំណូរ,1
chamnuob,ចំនួប,1
chamnuon,ចំនួន,1
chamor,ចាមរ,1
chamori,ចាមរី,1
champa,ចម្ប៉ា,1
champadak,ចម្ប៉ាដាក់,1
champaub,ចំពើប,1
champeak,ចំពាក់,1
champeam,ចម្ពាម,1
champeas,ចំពាស់,1
champei,ចំប៉ី,1
champeites,ចំប៉ីទេស,1
champit,ចំពិត,1
champob,ចំពប់,1
champuh,ចំពុះ,1
champuhtea,ចំពុះទា,1
champuhtung,ចំពុះទុង,1
champuk,ចំពូក,1
champuok,ចំពួក,1
champuostae,ចំពោះតែ,1
champuoy,ចំពួយ,1
chamreal,ចម្រាល់,1
chamrean,ចម្រាន,1
chamreanh,ចម្រាញ,1
chamreanh,ចម្រាញ់,1
chamreas,ចម្រាស,1
chamreh,ចម្រេះ,1
chamreh,ចំរេះ,1
chamriek,ចម្រៀក,1
chamrieng,ចំរៀង,1
chamrok,ចម្រក,1
chamrot,ចម្រត់,1
chamrueng,ចម្រឹង,1
chamrueng,ចំរឹង,1
chamruh,ចម្រុះ,1
chamruh,ចំរុះ,1
chamrung,ចម្រុង,1
chamrung,ចម្រូង,1
chamrung,ចំរុង,1
chamrungchamras,ចម្រូងចម្រាស,1
chamruoh,ចម្រោះ,1
chamrut,ចម្រូត,1
chamtae,ចាំតែ,1
chamtae,ចំតែ,1
chamtaeut,ចំតើត,1
chamtaur,ចំទើរ,1
chamtaus,ចំទើស,1
chamtaut,ចំទើត,1
chamteaeng,ចំទែង,1
chamteal,ចំទាល,1
chamteang,ចំទាំង,1
chamteanh,ចំទាញ,1
chamteas,ចំទាស់,1
chamtet,ចំតិត,1
chamti,ចាំទី,1
chamtong,ចំទង់,1
chamtoung,ចំតូង,1
chamtoy,ចំទយ,1
chamtuoy,ចំទួយ,1
chamyeam,ចាំយាម,1
chan,ចន្ទ,2
chan,ចន្ទន៍,1
chan,ចាន,1
chanchhaya,ចន្ទច្ឆាយា,1
chandal,ចណ្ឌាល,1
chandali,ចណ្ឌាលី,1
chandar,ចណ្ឌ,1
chang,ចាង,1
chang,ចាំង,1
changaaur,ចង្អើរ,1
changaer,ចង្អេរ,1
changaiet,ចង្អៀត,1
changaol,ចង្អល់,1
changaour,ចង្អោរ,1
changaul,ចង្អុល,1
changauldai,ចង្អុលដៃ,1
changaulkhmaoch,ចង្អុលខ្មោច,1
changauor,ចង្អួរ,1
changauortmat,ចង្អួរត្មាត,1
changaur,ចង្អូរ,1
changban,ចង់បាន,1
changcham,ចងចាំ,1
changchaung,ចងជើង,1
changchaung,ចាំងជើង,1
changdai,ចងដៃ,1
changhan,ចង្ហាន់,1
changheay,ចង្ហាយ,1
changhur,ចង្ហូរ,1
changkamm,ចងកម្ម,1
changkar,ចងការ,1
changkea,ចង្កា,1
changkeak,ចង្កាក់,1
changkeh,ចង្កេះ,1
changkiel,ចង្កៀល,1
changkielkhyang,ចង្កៀលខ្យង,1
changkieng,ចង្កៀង,1
changkies,ចង្កៀស,1
changkoum,ចង្កោម,1
changkran,ចង្ក្រាន,1
changkrang,ចងក្រង,1
changkrang,ចង្គ្រាង,1
changkreas,ចង្គ្រាស់,1
changkrok,ចង្គ្រក់,1
changkrom,ចង្ក្រម,1
changkrong,ចង្ក្រង់,1
changkrongsva,ចង្ក្រង់ស្វា,1
changkrot,ចង្ក្រត់,1
changkroung,ចង្គ្រោង,1
changkrung,ចង្គ្រុង,1
changkueeah,ចង្កឹះ,1
changkulonei,ចង្កុលណី,1
changkum,ចង្កូម,1
changkum,ចង្កំ,1
changkumska,ចង្កូមស្កា,1
changkuoy,ចង្កួយ,1
changkut,ចង្កូត,1
changonang,ចាងណាង,1
changponth,ចងពន្ធ,1
changpung,ចងពុង,1
changrey,ចង្រៃ,1
changrit,ចង្រិត,1
changrob,ចង្រប់,1
changrok,ចង្រក,1
changsamroung,ចងសំរោង,1
changtae,ចង់តែ,1
changvea,ចង្វា,1
changveaek,ចង្វែក,1
changveak,ចង្វាក់,1
changveang,ចាងវ៉ាង,1
changveay,ចង្វាយ,1
chanh,ចាញ់,1
chankote,ចន្ទគតិ,1
chankotekal,ចន្ទគតិកាល,1
chanlekha,ចន្ទលេខា,1
chanlon,ចន្លន់,1
chanluh,ចន្លុះ,1
chanmondal,ចន្ទមណ្ឌល,1
chanrongsi,ចន្ទរង្សី,1
chanteaka,ចន្ទាកា,1
chanteal,ចន្ទាល់,1
chanteas,ចន្ទាស,1
chanteas,ចន្ទាស់,1
chanteastuek,ចន្ទាស់ទឹក,1
chanti,ចន្ទី,1
chantol,ចន្ទល់,1
chantoul,ចន្ទោល,1
chantoupheas,ចន្ទោភាស,1
chantrokreas,ចន្ទ្រគ្រាស,1
chantubama,ចន្ទូបមា,1
chao,ចៅ,1
chaoh,ចោះ,1
chaom,ចោម,1
chaompung,ចោមពុង,1
chaonghaong,ចោងហោង,1
chaorblan,ចោរប្លន់,1
chaorblon,ចោរប្លន់,1
chaorkamm,ចោរកម្ម,1
chaorkandakak,ចោរកណ្ដកៈ,1
chaorkandear,ចោរកន្ដារ,1
chaorkheat,ចោរឃាត,1
chaorkheatakak,ចោរឃាតកៈ,1
chaorkheatkamm,ចោរឃាតកម្ម,1
chaorkheatkomm,ចោរឃាតកម្ម,1
chaorkheatokak,ចោរឃាតកៈ,1
chaorkomm,ចោរកម្ម,1
chaorkondear,ចោរកន្ដារ,1
chaorkondokak,ចោរកណ្ដកៈ,1
chaot,ចោត,1
chaotnea,ចោទនា,1
chaotokak,ចោទកៈ,1
chapei,ចាប៉ី,1
chaplu,ចាព្លូ,1
chapoch,ចាប៉ុច,1
chapoek,ចាប៉ឹក,1
chapoeng,ចាប៉ឹង,1
chapok,ចាប៉ុក,1
char,ចារ,1
charachar,ចរាចរ,1
characharok,ចរាចរក,1
charboros,ចារបុរស,1
charcha,ចរចា,1
charchaeng,ចារចែង,1
charchrab,ចរច្រប់,1
chari,ចរី,1
charik,ចារិក,1
charit,ចរិត,1
charit,ចារិត,1
chariya,ចរិយា,1
chariyasas,ចរិយាសាស្ត្រ,1
charkamm,ចារកម្ម,1
charkomm,ចារកម្ម,1
charlilea,ចរលីលា,1
charm,ចាម,1
charok,ចរក,1
charon,ចរន្ត,1
charonai,ចរណៃ,1
charonak,ចរណៈ,1
charonavuth,ចរណាវុធ,1
charopheap,ចរភាព,1
charu,ចារុ៍,1
charuek,ចារឹក,1
chas,ចាស,1
chas,ចាស់,1
chat,ចត,1
chat,ចត់,1
chatchaeng,ចាត់ចែង,2
chato,ចតុ,1
chatobbachai,ចតុប្បច្ច័យ,1
chatobbarisotthiseil,ចតុប្បារិសុទ្ធិសីល,1
chatobbat,ចតុប្បាទ,1
chatokaon,ចតុកោណ,1
chatokkolvokk,ចតុក្កុលវគ្គ,1
chatoloukbal,ចតុលោកបាល,1
chatommuk,ចតុម្មុខ,1
chatomuk,ចតុមុខ,1
chatoppheak,ចតុព្ភាគ,1
chatoppheaki,ចតុព្ភាគី,1
chatopphut,ចតុព្ភូត,1
chatoreabay,ចតុរាបាយ,1
chatoreang,ចតុរ័ង្ស,1
chatoreariysachch,ចតុរារិយសច្ច,1
chatorngkeathibatei,ចតុរង្គាធិបតី,1
chatorngkini,ចតុរង្គិនី,1
chatorngkosannibat,ចតុរង្គសន្និបាត,1
chatoromuk,ចតុរមុខ,1
chatorongkor,ចតុរង្គ,1
chatoross,ចតុរស្ស,1
chatosdamphor,ចតុស្ដម្ភ,1
chatottis,ចតុទ្ទិស,1
chatotvib,ចតុទ្វីប,1
chatrangkor,ចត្រង្គ,1
chattuk,ចាត់ទុក,1
chatva,ចត្វា,1
chatvangs,ចត្វ័ង្ស,1
chau,ជើ,1
chauathikar,ចៅអធិការ,1
chaucham,ចៅចម,1
chauchit,ចៅជិត,1
chauchom,ចៅចម,1
chauhvay,ចៅហ្វាយ,1
chaukouv,ចៅកូវ,1
chaukrom,ចៅក្រម,1
chaungaathear,ជើងអាធារ,1
chaungbat,ជើងបាត្រ,1
chaungchab,ជើងចាប,1
chaungchaev,ជើងចែវ,1
chaungchhkaok,ជើងឆ្កោក,1
chaungchong,ជើងជង់,1
chaunghar,ជើងហារ,1
chaungkaaek,ជើងក្អែក,1
chaungkab,ជើងកប,1
chaungkanhchau,ជើងកញ្ជើ,1
chaungkanhchou,ជើងកញ្ជោ,1
chaungkanhchuum,ជើងកញ្ជុំ,1
chaungkaos,ជើងកោស,1
chaungkar,ជើងការ,1
chaungkhlaeng,ជើងខ្លែង,1
chaungkob,ជើងកប,1
chaungkok,ជើងកុក,1
chaungkok,ជើងគក,1
chaungkonhchau,ជើងកញ្ជើ,1
chaungkonhchou,ជើងកញ្ជោ,1
chaungkonhchuum,ជើងកញ្ជុំ,1
chaungkou,ជើងគោ,1
chaungkran,ជើងក្រាន,1
chaungkras,ជើងក្រាស,1
chaungkrud,ជើងគ្រុឌ,1
chaungkrus,ជើងគ្រុស,1
chaungkul,ជើងគុល,1
chaungloapth,ជើងល័ព្ធ,1
chaungma,ជើងម៉ា,1
chaungmdeaeng,ជើងម្ដែង,1
chaungmean,ជើងមាន់,1
chaungobaosath,ជើងឧបោសថ៍,1
chaungobaosoth,ជើងឧបោសថ៍,1
chaungok,ជើងឯក,1
chaungpean,ជើងពាន,1
chaungpel,ជើងពេល,1
chaungphel,ជើងភេល,1
chaungpneay,ជើងព្នាយ,1
chaungpreah,ជើងព្រះ,1
chaungprey,ជើងព្រៃ,1
chaungreav,ជើងរាវ,1
chaungromeang,ជើងរមាំង,1
chaungromeangngonang,ជើងរមាំងណែងណង,1
chaungromeangngonong,ជើងរមាំងណែងណង,1
chaungsa,ជើងសា,1
chaungses,ជើងសេះ,1
chaungsok,ជើងសក់,1
chaungsram,ជើងស្រម,1
chaungsrapok,ជើងស្រាពក៍,1
chaungsrok,ជើងស្រុក,1
chaungsrom,ជើងស្រម,1
chaungtang,ជើងតាំង,1
chaungtaun,ជើងទើន,1
chaungtenh,ជើងទេញ,1
chaungter,ជើងទេរ,1
chaungthkar,ជើងថ្ករ,1
chaungthkor,ជើងថ្ករ,1
chaungtien,ជើងទៀន,1
chaungtroneab,ជើងទ្រនាប់,1
chaungvott,ជើងវត្ត,1
chauponhea,ចៅពញា,1
chaurau,ចៅរ៉ៅ,1
chaut,ជើត,1
chautes,ចៅទេស,1
chautey,ចៅទៃ,1
chauy,ជើយ,1
chav,ចាវ,1
chav,ចៅ,1
chavkrorm,ចៅក្រម,1
chay,ចាយ,1
chay,ឆាយ,1
chaydei,ចាយដី,1
chba,ច្បា,1
chbab,ច្បាប់,1
chbabkram,ច្បាប់ក្រម,1
chbabkrom,ច្បាប់ក្រម,1
chbaeb,ច្បែប,1
chbak,ច្បាក់,1
chbam,ច្បាម,1
chbang,ច្បង,1
chbang,ច្បាំង,1
chbaoh,ច្បោះ,1
chbaol,ច្បោល,1
chbaol,ច្បោលៗ,1
chbaos,ច្បោស,1
chbar,ច្បារ,1
chbas,ច្បាស់,1
chbaschbang,ច្បាស់ច្បង,1
chbaschbong,ច្បាស់ច្បង,1
chbasleas,ច្បាស់លាស់,1
chbaslos,ច្បាស់លាស់,1
chbech,ច្បិច,1
chbechchbaeum,ច្បិចច្បើម,1
chboch,ច្បុច,1
chbong,ច្បង,1
chbouk,ច្បូក,1
chbout,ច្បូត,1
chea,ជា,90
cheachmbong,ជាចម្បង,1
cheadaeum,ជាដើម,1
cheaeeah,ជែះ,1
cheaek,ជែក,1
cheaeng,ជែង,1
cheaeppreae,ជែពព្រែ,1
cheah,ជះ,1
cheajrern,ជាច្រើន,1
cheal,ជាល,1
chealea,ជាលា,1
cheali,ជាលី,1
chealini,ជាលិនី,1
chealumdab,ជាលំដាប់,1
cheam,ជាម,1
cheam,ឈាម,1
cheamouy,ជាមួយ,1
cheamun,ជាមុន,1
cheanea,ជានា,1
cheang,ជាង,2
cheanh,ជាញ,1
cheanichch,ជានិច្ច,1
cheanobot,ជានបទ,1
cheanu,ជានុ,1
cheanumndal,ជានុមណ្ឌល,1
cheanumndol,ជានុមណ្ឌល,1
cheaphnek,ជាផ្នែក,1
cheapises,ជាពិសេស,1
cheapithi,ជាពិធី,1
cheari,ជារី,1
cheas,ចៀស,1
cheas,ជាស,1
cheat,ជាត,1
cheat,ជាតិ,1
cheat,ជាត់,1
cheata,ជាតា,1
cheatak,ជាតក,1
cheatarub,ជាតរូប,1
cheatavet,ជាតវេទ,1
cheatei,ជាតី,1
cheatelingk,ជាតិលិង្គ,1
cheatephum,ជាតិភូមិ,1
cheateros,ជាតិរស,1
cheatesasan,ជាតិសាសន៍,1
cheatesason,ជាតិសាសន៍,1
cheatethor,ជាតិធម៌,1
cheatetuk,ជាតិទុក្ខ,1
cheathengkul,ជាតហិង្គុល,1
cheathum,ជាធំ,1
cheati,ជាទី,1
cheatok,ជាតក,1
cheatorub,ជាតរូប,1
cheatoubkar,ជាតូបករណ៍,1
cheatoubkor,ជាតូបករណ៍,1
cheatoubniykamm,ជាតូបនីយកម្ម,1
cheatoubniykomm,ជាតូបនីយកម្ម,1
cheatovet,ជាតវេទ,1
cheatselea,ជាតសិលា,1
cheatsrah,ជាតស្រះ,1
cheatsrang,ជាតស្រង់,1
cheatsrong,ជាតស្រង់,1
cheav,ជាវ,1
cheay,ជាយ,1
cheayea,ជាយា,1
cheaykreaeng,ជាយគ្រែង,1
cheb,ចេបៗ,1
chech,ចេចៗ,1
chechchach,ចេចចាច,2
chedtha,ជេដ្ឋា,1
chedthmeas,ជេដ្ឋមាស,1
cheh,ជេះ,1
chehtae,ចេះតែ,1
cheipor,ចីពរ,1
cheirchar,ចីរចរ,1
cheirchor,ចីរចរ,1
cheirokal,ចីរកាល,1
cheivor,ចីវរ,1
cheivrokal,ចីវរកាល,1
chek,ចិក,1
chek,ចេក,1
cheknuon,ចេកនួន,1
chektes,ចេកទេស,1
chektom,ចេកទុំ,1
chektuum,ចេកទុំ,1
chelokachon,ចេលកជន,1
chelokochon,ចេលកជន,1
chen,ចិន,1
chen,ជេន,1
chendea,ចិន្ដា,1
chendeamonei,ចិន្ដាមណី,1
chenh,ចេញ,2
chenhchaum,ចិញ្ចើម,1
chenhcheach,ចិញ្ចាច,1
chenhcheaeng,ចិញ្ចែង,1
chenhchien,ចិញ្ចៀន,1
chenhchroam,ចិញ្ច្រាំ,1
chenhdamnaeur,ចេញដំណើរ,1
chenhmukh,ចេញមុខ,1
chenhpi,ចេញពី,1
chentneakar,ចិន្តនាការ,1
cher,ចេរ,1
cher,ជេរ,1
chercha,ចេរចា,1
cherjakthmenh,ឈើចាក់ធ្មេញ,1
cherng,ជើង,2
cherovil,ចេរវិល,1
cherssakar,ចិរស្សការ,1
cherssokar,ចិរស្សការ,1
ches,ចេស,1
chesda,ចេស្ដា,1
chesth,ជេស្ឋ,1
chesthchey,ជេស្ឋជ័យ,1
chet,ចិត,1
chet,ចិត្ត,1
chet,ចេត្រ,1
chet,ជិត,1
chetana,ចេតនា,1
chetapon,ជេតពន,1
chetavon,ជេតវន,1
chetbot,ចេតបុត្រ,1
chetey,ចេតិយ,1
chetmulphlaung,ចិត្រមូលភ្លើង,1
chetopon,ជេតពន,1
chetottar,ជេតុត្តរ,1
chetottor,ជេតុត្តរ,1
chetovon,ជេតវន,1
chetseb,ចិតសិប,1
chetsek,ចេតសិក,1
cheum,ចឺម,1
cheun,ចឺន,1
cheung,ជើង,1
cheungkruem,ចឺងគ្រឹមៗ,1
chey,ជ័យ,1
cheychomnes,ជ័យជម្នះ,1
chganh,ឆ្ងាញ់,1
chgay,ឆ្ងាយ,1
chgol,ឆ្ងល់,1
chha,ឆា,1
chha,ឆា៎,1
chha,ឆាៗ,1
chhaab,ឆ្អាប,1
chhaaeng,ឆ្អែង,1
chhaaet,ឆ្អែត,1
chhaaeum,ឆ្អើម,1
chhaaeur,ឆ្អើរ,1
chhaaeuschhaaeum,ឆ្អើសឆ្អើម,1
chhaal,ឆ្អល់,1
chhaan,ឆ្អន់,1
chhaau,ឆ្អៅ,1
chhab,ឆប,1
chhab,ឆាប,1
chhab,ឆាប់,90
chhachaol,ឆាចោល,1
chhachhau,ឆាឆៅ,1
chhada,ឆដា,1
chhadaphea,ឆដាភា,1
chhae,ឆែ,1
chhaeb,ឆែប,1
chhaeh,ឆ្អេះ,1
chhaek,ឆែក,1
chhaekaev,ឆែកែវ,1
chhaekchhe,ឆែកឆេរ,1
chhaen,ឆ្អិន,1
chhaeng,ឆែង,1
chhaet,ឆែត,1
chhaet,ឆ្អិត,1
chhaeus,ឆ្អឺស,1
chhaeut,ឆើត,1
chhaeuy,ឆើយ,1
chhaev,ឆែវ,1
chhaipouv,ឆៃប៉ូវ,1
chhaithav,ឆៃថាវ,1
chhaiyam,ឆៃយ៉ាំ,1
chhak,ឆក,1
chhakameavchar,ឆកាមាវចរ,1
chhakameavcharosuokr,ឆកាមាវចរសួគ៌,1
chhaksatrar,ឆក្សត្រ,1
chhal,ឆាល់,1
chhamchha,ឆាំឆា,1
chhameas,ឆមាស,1
chhan,ឆាន់,1
chhang,ឆាង,1
chhang,ឆាំង,1
chhang,ឆាំងៗ,1
chhannoaamath,ឆន្នអាមាត្យ,1
chhantea,ឆន្ទា,1
chhanteak,ឆន្ទៈ,1
chhanteakote,ឆន្ទាគតិ,1
chhantor,ឆន្ទ,1
chhantovuttebbatib,ឆន្ទវុត្តិប្បទីប,1
chhaoengchumni,ឆ្អឹងជំនីរ,1
chhaol,ឆ្អល់,1
chhaolao,ឆោឡោ,1
chhaom,ឆោម,1
chhaon,ឆ្អន់,1
chhaong,ឆោង,1
chhaot,ឆោត,1
chhapvonnarongsi,ឆព្វណ្ណរង្សី,1
chhar,ឆរ,1
chhark,ឆាក,1
chhasak,ឆស័ក,1
chhat,ឆត,1
chhateansala,ឆទានសាលា,1
chhatkal,ឆាតកាល,1
chhatkaphey,ឆាតកភ័យ,1
chhatkarouk,ឆាតករោគ,1
chhatkatuk,ឆាតកទុក្ខ,1
chhatkophey,ឆាតកភ័យ,1
chhatkorouk,ឆាតករោគ,1
chhatkotuk,ឆាតកទុក្ខ,1
chhatrar,ឆត្រ,1
chhatraruot,ឆត្ររួត,1
chhattontor,ឆទ្ទន្ត,1
chhatvear,ឆទ្វារ,1
chhau,ឆៅ,1
chhauaaem,ឈើអែម,1
chhauandaot,ឈើអណ្ដោត,1
chhauantong,ឈើអន្ទង,1
chhaubok,ឈើបុក,1
chhauchakthmenh,ឈើចាក់ធ្មេញ,1
chhauchhnean,ឈើឈ្នាន់,1
chhauchran,ឈើច្រាន,1
chhauchrat,ឈើច្រត់,1
chhauchreaeng,ឈើជ្រែង,1
chhauchrot,ឈើច្រត់,1
chhauhob,ឈើហុប,1
chhaukaev,ឈើកែវ,1
chhaukang,ឈើកង់,1
chhaukhmoa,ឈើខ្មៅ,1
chhaukong,ឈើកង់,1
chhaukout,ឈើកូត,1
chhaukus,ឈើគូស,1
chhauphdek,ឈើផ្ដេក,1
chhauphlaung,ឈើភ្លើង,1
chhaurea,ឈើរា,1
chhauruet,ឈើរឹត,1
chhausdoeng,ឈើស្ដឹង,1
chhausoul,ឈើសូល,1
chhausruoch,ឈើស្រួច,1
chhaustan,ឈើស្ទន់,1
chhauston,ឈើស្ទន់,1
chhauteal,ឈើទាល,1
chhautealtranh,ឈើទាលត្រាញ់,1
chhautrang,ឈើត្រង់,1
chhautrong,ឈើត្រង់,1
chhav,ឆាវ,1
chhavi,ឆវី,1
chhavirouk,ឆវីរោគ,1
chhavivonn,ឆវីវណ្ណ,1
chhavokrueeah,ឆវគ្រឹះ,1
chhay,ឆាយ,1
chhayabath,ឆាយាបថ,1
chhayaboth,ឆាយាបថ,1
chhayaleakkhan,ឆាយាល័ក្ខណ៍,1
chhayaleakkhon,ឆាយាល័ក្ខណ៍,1
chhayamitrar,ឆាយាមិត្រ,1
chhayamitror,ឆាយាមិត្រ,1
chhayaphruet,ឆាយាភ្រឹត,1
chhayathor,ឆាយាធរ,1
chhayea,ឆាយា,1
chhdao,ឆ្ដោ,1
chhdaor,ឆ្ដោរ,1
chhdenh,ឆ្ដេញ,1
chhdob,ឆ្ដុប,1
chheabonodthan,ឈាបនដ្ឋាន,1
chheabonokech,ឈាបនកិច្ច,1
chheael,ឈែល,1
chheam,ឈាម,1
chhean,ឈាន,1
chheav,ឈាវ,1
chhei,ឆី,1
chhel,ឆិល,1
chhenh,ឆិញ,1
chhenh,ឆេញ,1
chher,ឆេរ,1
chher,ឈើ,2
chhes,ឆេះ,1
chhet,ឆិត,1
chheu,ឈឺ,1
chheu,ឈើ,1
chheung,ឆឺង,1
chhev,ឆេវ,1
chhieb,ឆៀប,1
chhiek,ឆៀក,1
chhieng,ឆៀង,1
chhing,ឈិង,1
chhir,ឈឺ,1
chhkaenheang,ឆ្កែញាំង,1
chhkaesraeng,ឆ្កែស្រែង,1
chhkam,ឆ្គាំ,1
chhkang,ឆ្កាង,1
chhkang,ឆ្គង,1
chhkaok,ឆ្កោក,1
chhkar,ឆ្ការ,1
chhkay,ឆ្កយ,1
chhkel,ឆ្កិល,1
chhkeut,ឆ្កឺត,1
chhkiel,ឆ្កៀល,1
chhkies,ឆ្កៀស,1
chhkoeah,ឆ្កឹះ,1
chhkoeahchhkiel,ឆ្កឹះឆ្កៀល,1
chhkoeng,ឆ្កឹង,1
chhkong,ឆ្គង,1
chhkout,ឆ្កូត,1
chhkoy,ឆ្កយ,1
chhkoy,ឆ្កុយ,1
chhkuot,ឆ្កួត,1
chhkuotchruk,ឆ្កួតជ្រូក,1
chhla,ឆ្លា,1
chhlaek,ឆ្លែក,1
chhlaeuytab,ឆ្លើយតប,1
chhlaeuytob,ឆ្លើយតប,1
chhlak,ឆ្លក,1
chhlak,ឆ្លាក់,1
chhlam,ឆ្លាម,1
chhlang,ឆ្លាំង,1
chhlangpreahbat,ឆ្លងព្រះបាទ,1
chhlaong,ឆ្លោង,1
chhlas,ឆ្លាស,1
chhlas,ឆ្លាស់,1
chhlau,ឆ្លៅ,1
chhlaung,ឈ្លើង,1
chhlauy,ឈ្លើយ,1
chhle,ឆ្លេ,1
chhleaem,ឈ្លែម,1
chhleanpean,ឈ្លានពាន,1
chhleas,ឈ្លាស,1
chhlech,ឈ្លេច,1
chhlem,ឈ្លេម,1
chhlery,ឈ្លើយ,1
chhleum,ឆ្លឺម,1
chhli,ឈ្លី,1
chhlies,ឈ្លៀស,1
chhliet,ឆ្លៀត,1
chhlievchhlas,ឆ្លៀវឆ្លាស,1
chhlievchhlat,ឆ្លៀវឆ្លាត,1
chhlik,ឈ្លីក,1
chhlob,ឈ្លប,1
chhlob,ឈ្លប់,1
chhloh,ឆ្លុះ,1
chhlok,ឆ្លក,1
chhlok,ឈ្លក់,1
chhlom,ឈ្លម,1
chhlongpreahbat,ឆ្លងព្រះបាទ,1
chhlouk,ឆ្លូក,1
chhloung,ឆ្លូង,1
chhlounh,ឆ្លូញ,1
chhlouv,ឆ្លូវ,1
chhluoh,ឈ្លោះ,1
chhlus,ឈ្លូស,1
chhma,ឆ្មា,1
chhmab,ឆ្មប,1
chhmaba,ឆ្មាបា,1
chhmaeung,ឆ្មើង,1
chhmai,ឆ្មៃ,1
chhmak,ឆ្មក់,1
chhmam,ឆ្មាំ,1
chhmar,ឆ្មារ,1
chhmat,ឆ្មាត់,1
chhmeae,ឈ្មែ,1
chhmieng,ឆ្មៀង,1
chhmiet,ឈ្មៀត,1
chhmob,ឆ្មប,1
chhmok,ឆ្មក់,1
chhmong,ឈ្មង,1
chhmoul,ឆ្មូល,1
chhmoul,ឈ្មោល,1
chhmous,ឈ្មោះ,2
chhmul,ឈ្មុល,1
chhmuonh,ឈ្មួញ,1
chhmuoy,ឈ្មួយ,1
chhmus,ឈ្មុស,1
chhmustes,ឈ្មុសទេស,1
chhnabmath,ឆ្នាប់មាត់,1
chhnabmeat,ឆ្នាប់មាត់,1
chhnaeng,ឆ្នែង,1
chhnai,ឆ្នៃ,1
chhnak,ឆ្នាក់,1
chhnal,ឆ្នាល់,1
chhnalmean,ឆ្នាល់មាន់,1
chhnam,ឆ្នាំ,1
chhnamtov,ឆ្នាំទៅ,1
chhnang,ឆ្នង់,1
chhnang,ឆ្នាំង,1
chhnangrobuol,ឆ្នាំងរបួល,1
chhnas,ឆ្នាស,1
chhne,ឆ្នេរ,1
chhneahchhnean,ឈ្នះឈ្នាន,1
chhnean,ឈ្នាន់,1
chhneang,ឈ្នាង,1
chhneanis,ឈ្នានីស,1
chhnerm,ឆ្នើម,1
chhngae,ឆ្ងែ,1
chhngaeuk,ឆ្ងើក,1
chhngaeuy,ឆ្ងើយ,1
chhngak,ឆ្ងក,1
chhngak,ឆ្ងក់,1
chhngal,ឆ្ងល់,1
chhnganh,ឆ្ងាញ់,1
chhnget,ឆ្ងិត,1
chhngiem,ឈ្ងៀម,1
chhngob,ឈ្ងប់,1
chhngobchhnguy,ឈ្ងប់ឈ្ងុយ,1
chhngoeng,ឆ្ងឹង,1
chhngok,ឆ្ងក,1
chhngok,ឆ្ងក់,1
chhngol,ឆ្ងល់,1
chhngouk,ឈ្ងោក,1
chhngouv,ឆ្ងូវ,1
chhngoy,ឆ្ងុយ,1
chhnguy,ឈ្ងុយ,1
chhnieng,ឆ្នៀង,1
chhnieng,ឈ្នៀង,1
chhnoem,ឆ្នឹម,1
chhnok,ឆ្នុក,1
chhnok,ឈ្នក់,1
chhnokkben,ឆ្នុកក្បិន,1
